 ID       ,, Summary                                                       ,, Category                      ,, Status    ,, Resolution           ,, Severity      ,, Priority  ,, Assignee              ,, Opened               ,, Changed              ,, Found In                                      ,, Fix By                                                        ,, Bug Type       ,, Build      ,, Branch                                    ,, Reopened  ,, Regression  ,, Resolved             ,, Closed               
 1946461 ,, [upgrade] vib, HBA driver and ESXi version has not upgra...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P0       ,, ericy                ,, 2017-08-25 02:01:08 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-09-01 15:09:51 ,, 2017-09-04 03:33:11 
 1946488 ,, Add mulit node fail after upgrade from 4.0.310 to 4.5.0      ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P1       ,, hcasaletto           ,, 2017-08-25 02:43:57 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)           ,, MARVIN VxRail_4.5.200                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, Yes        ,, 2017-09-04 13:12:36 ,, 2018-01-10 19:44:42 
 1946516 ,, Can't do disk replacement after replace Network Daughter...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, charliec             ,, 2017-08-25 03:40:35 ,, 2019-02-10 01:22:47 ,, MARVIN VxRail_4.5                            ,, MARVIN VxRail_4.5                                            ,, Defect        ,, 6423344   ,, vxrail4.5.100                            ,, 0        ,, ---        ,, 2017-08-29 00:11:46 ,, 2017-08-31 03:47:32 
 1946571 ,, [iDRAC][PTAgent]Post upgrade physical health page not sh...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ikesel               ,, 2017-08-25 06:59:48 ,, 2018-02-12 18:49:21 ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)           ,, MARVIN VxRail_4.5.200                                        ,, Defect        ,, 6336993   ,, vxrail45                                 ,, 0        ,, ---        ,, 2018-01-23 01:00:45 ,, 2018-02-12 18:49:20 
 1946801 ,, Add retry logic into for the tasklet framework.              ,, Configuration                ,, closed   ,, fixed               ,, serious      ,, P1       ,, vxrail-guru          ,, 2017-08-25 14:03:25 ,, 2018-06-07 04:00:57 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN VxRail_4.5.200                                        ,, Defect        ,,           ,,                                          ,, 2        ,, ---        ,, 2017-09-05 15:00:06 ,, 2017-12-19 09:51:40 
 1947174 ,, Upgrade dell 4.0.310 to 4.5.0 failed due error "VxRail P...  ,, Management                   ,, closed   ,, unable to duplicate ,, catastrophic ,, P0       ,, vxrail-guru          ,, 2017-08-27 07:41:40 ,, 2018-06-07 03:21:28 ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)           ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, Unknown    ,, 2017-08-30 14:05:33 ,, 2017-10-25 13:23:53 
 1947242 ,, To decide the platform is AF or hybrid based on PM model...  ,, Configuration                ,, closed   ,, not a bug           ,, critical     ,, P1       ,, sarahx               ,, 2017-08-27 20:07:19 ,, 2018-03-04 01:23:54 ,, MARVIN VxRail_4.5.200                        ,, MARVIN VxRail_4.5.200                                        ,, Feature       ,,           ,,                                          ,, 0        ,, ---        ,, 2017-08-29 09:12:31 ,, 2017-08-29 09:14:13 
 1947270 ,, [Upgrade]Upgrade ESXI item found error:The error message...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2017-08-27 20:54:38 ,, 2019-03-24 01:21:39 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-08-28 20:41:24 ,, 2017-09-01 01:39:10 
 1947416 ,, [Upgrade]Upgrade ESXI item found error  Host has HA crit...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2017-08-28 01:05:52 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5.150 Development, MARVIN VxRail_4.5 RTM     ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 1        ,, ---        ,, 2017-09-20 13:06:37 ,, 2017-11-20 20:02:53 
 1947439 ,, [Upgrade]Upgrade Hang at upload bundle 77% to unpacking ...  ,, Management                   ,, closed   ,, not a bug           ,, serious      ,, P2       ,, frankli              ,, 2017-08-28 01:35:57 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-08-28 02:17:03 ,, 2017-08-28 02:17:20 
 1947795 ,, [Multi Node Expansion] Hosts registration with DVS task fail ,, Documentation                ,, closed   ,, fixed               ,, serious      ,, P1       ,, lkenley              ,, 2017-08-28 11:23:41 ,, 2017-09-11 16:47:40 ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)           ,, MARVIN VxRail_4.5                                            ,, Documentation ,, 6401745   ,, vxrail45                                 ,, 0        ,, Yes        ,, 2017-09-01 16:41:34 ,, 2017-09-11 16:47:40 
 1948149 ,, [shutdown cluster]PSC vm and nodes have not poweroff aft...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, jeffersons           ,, 2017-08-28 20:56:18 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-08-28 23:30:11 ,, 2017-08-29 03:51:17 
 1948234 ,, Build web compile-error from 2017-08-28 20:13 PA time        ,, Unknown                      ,, closed   ,, not a bug           ,, critical     ,, P0       ,, liyunz               ,, 2017-08-28 22:53:41 ,, 2018-08-05 01:23:08 ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)           ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)                           ,, Defect        ,,           ,,                                          ,, 0        ,, ---        ,, 2017-08-29 13:38:11 ,, 2017-08-30 01:59:06 
 1948370 ,, [LCM][Documentation][System testing][vGPU] ESXi upgrade ...  ,, Management                   ,, resolved ,, wont fix            ,, critical     ,, P2       ,, txiang               ,, 2017-08-29 01:53:17 ,, 2019-03-06 18:23:53 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN vxRail_4.7.300                                        ,, Documentation ,, 6423344   ,, portsmouth                               ,, 0        ,, ---        ,, 2019-03-06 18:23:53 ,,                     
 1948406 ,, 4.0.400 need upgraded manifest and ruleset file for upgr...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, ericy                ,, 2017-08-29 02:43:09 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.0.400                        ,, MARVIN VxRail_4.0.400 Development                            ,, Defect        ,, 6472303   ,, develop                                  ,, 0        ,, Yes        ,, 2017-09-05 00:34:40 ,, 2017-09-05 00:35:23 
 1948431 ,, Reminder not a clear error message, when login support a...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, joex                 ,, 2017-08-29 03:17:16 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5.200 RTM                                    ,, Defect        ,, 6472336   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-09-14 20:36:19 ,, 2017-12-12 00:28:34 
 1948691 ,, Configuration failed Applying password expiration policy...  ,, Configuration                ,, closed   ,, wont fix            ,, serious      ,, P1       ,, frankli              ,, 2017-08-29 09:14:17 ,, 2018-08-24 08:21:55 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6472336   ,, vxrail45                                 ,, 0        ,, Yes        ,, 2017-08-30 19:21:10 ,, 2018-08-24 08:21:54 
 1949124 ,, [Upgrade] host connection to vc failed to reboot when up...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, smunot               ,, 2017-08-29 20:28:38 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6483456   ,, vxrail45                                 ,, 1        ,, ---        ,, 2017-09-18 11:54:33 ,, 2018-06-13 01:22:43 
 1949210 ,, [upgrade]activate ESRS fail with network check after upg...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, binbinw              ,, 2017-08-29 23:26:22 ,, 2019-02-24 01:22:04 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-08-31 00:21:18 ,, 2017-09-04 03:36:04 
 1949966 ,, [Documentation] [Upgrade] Upgrade ESXi failed, due to en...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ericy                ,, 2017-08-30 18:48:53 ,, 2017-09-18 05:18:44 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Documentation ,, 6114103   ,, vxrail45                                 ,, 1        ,, ---        ,, 2017-09-05 18:20:51 ,, 2017-09-06 23:28:31 
 1950013 ,, [L10N] error code 625 is missing in RestError_de_DE.prop...  ,, Globalization                ,, closed   ,, fixed               ,, critical     ,, P1       ,, jij                  ,, 2017-08-30 20:40:24 ,, 2017-10-23 00:45:42 ,, MARVIN VxRail_Portsmouth                     ,, MARVIN VxRail_4.5.150 Development, MARVIN VxRail_4.5.200 Development, MARVIN VxRail_4.0.400 Development,, Defect        ,,           ,,                                          ,, 0        ,, ---        ,, 2017-10-20 01:59:01 ,, 2017-10-23 00:45:41 
 1950104 ,, [ESXiIssue][nodeshutdown]sometimes after node shut down ...  ,, Unknown                      ,, closed   ,, duplicate           ,, serious      ,, P0       ,, vxrail-guru          ,, 2017-08-30 23:00:02 ,, 2018-08-05 01:23:08 ,, vSphere 6.5 U1                               ,, MARVIN VxRail_4.5.200                                        ,, Defect        ,, 5973321   ,, vsphere65u1                              ,, 0        ,, Unknown    ,, 2017-09-26 20:02:52 ,, 2017-10-23 15:06:37 
 1950130 ,, Upgrade failed from 4.5 to 4.5.200 due to DB version inc...  ,, Unknown                      ,, closed   ,, fixed               ,, critical     ,, P1       ,, charliec             ,, 2017-08-30 23:27:51 ,, 2018-01-08 22:22:25 ,, MARVIN                                       ,, MARVIN VxRail_4.5.200 Development                            ,, Defect        ,,           ,, versailles                               ,, 0        ,, ---        ,, 2017-09-01 00:35:20 ,, 2018-01-08 22:22:25 
 1950153 ,, [upgrade] it report "invalid vSAN/vMotion/management ip ...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P0       ,, hcasaletto           ,, 2017-08-30 23:55:18 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, Yes        ,, 2017-09-03 22:48:10 ,, 2017-09-04 19:23:24 
 1950159 ,, [Upgrade] Host is in maintenance mode, host is disconnec...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, frankli              ,, 2017-08-31 00:06:13 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6483456   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-08-31 12:11:48 ,, 2017-09-06 23:30:14 
 1950194 ,, [L10N] There are some unreadable codes in exported event...  ,, Unknown                      ,, closed   ,, not a bug           ,, serious      ,, P2       ,, vxrail-guru          ,, 2017-08-31 00:51:41 ,, 2018-10-14 01:22:06 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN VxRail_4.0.400                                        ,, Defect        ,, 6482651   ,, portsmouth                               ,, 0        ,, No         ,, 2017-08-31 22:39:09 ,, 2017-10-12 23:16:24 
 1950281 ,, [online doc] Two places show "HTTP status 404...." and s...  ,, Documentation                ,, closed   ,, fixed               ,, serious      ,, P1       ,, lkenley              ,, 2017-08-31 02:51:19 ,, 2018-08-12 01:27:17 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN VxRail_4.5.200 , MARVIN VxRail_4.5.150                ,, Defect        ,, 6482651   ,, portsmouth                               ,, 0        ,, No         ,, 2017-09-19 00:05:03 ,, 2017-11-02 00:35:09 
 1950288 ,, [Upgrade] [Can and Cannot] Enter maintenance mode fail w...  ,, Management                   ,, closed   ,, unable to duplicate ,, critical     ,, P1       ,, smunot               ,, 2017-08-31 03:01:29 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5.200 RTM                                    ,, Defect        ,, 6501636   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-11-15 10:38:25 ,, 2017-12-07 20:17:23 
 1950317 ,, Can't collect full log bundle by command in ssh vxrail m...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, liyunz               ,, 2017-08-31 03:39:27 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6501636   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-08-31 04:54:13 ,, 2017-08-31 17:58:17 
 1950326 ,, [L10N] The NIC configuration option couldn't show correc...  ,, Management                   ,, closed   ,, fixed               ,, serious      ,, P1       ,, charliec             ,, 2017-08-31 03:55:55 ,, 2018-10-14 01:22:06 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN VxRail_4.5.200                                        ,, Defect        ,, 6482652   ,, ocata                                    ,, 1        ,, Unknown    ,, 2017-12-05 18:12:18 ,, 2017-12-22 02:26:37 
 1950605 ,, Retries should be added for the DVS_NIC_REGISTRATION and...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2017-08-31 11:48:02 ,, 2018-06-07 04:00:57 ,, MARVIN VxRail_4.0.100 Dev                    ,, MARVIN VxRail_4.5.150 Development                            ,, Defect        ,, 6347243   ,, portsmouth                               ,, 0        ,, ---        ,, 2017-09-08 10:40:06 ,, 2017-12-11 01:00:57 
 1950875 ,, [online doc] Two help links for toggle disk LED/ toggle ...  ,, Documentation                ,, closed   ,, fixed               ,, serious      ,, P1       ,, fanf                 ,, 2017-08-31 20:17:58 ,, 2017-12-15 01:40:48 ,, MARVIN VxRail_Portsmouth                     ,, MARVIN VxRail_4.5.200 Development                            ,, Defect        ,, 6482651   ,, portsmouth                               ,, 1        ,, ---        ,, 2017-12-15 01:25:34 ,, 2017-12-15 01:40:48 
 1950900 ,, [Multi Node Expansion] Multi Node Expansion is limited t...  ,, Documentation                ,, closed   ,, fixed               ,, critical     ,, P1       ,, lkenley              ,, 2017-08-31 21:18:57 ,, 2018-11-09 10:57:33 ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)           ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25)                           ,, Documentation ,, 6278301   ,, vxrail45                                 ,, 0        ,, Yes        ,, 2018-11-09 10:49:51 ,, 2018-11-09 10:57:33 
 1950999 ,, hostd become none-responsive after applying upgrade to 6...  ,, ESX Server                   ,, closed   ,, duplicate           ,, critical     ,, P1       ,, iukhan               ,, 2017-08-31 23:36:07 ,, 2018-08-12 01:22:57 ,, vSphere 6.5 GA                               ,, MARVIN VxRail_4.0.400 Development, MARVIN VxRail_4.5.200 , MARVIN VxRail_4.0.400 , ESX 6.5 ,, Defect        ,, 5969303   ,, vsphere65u1                              ,, 0        ,, Unknown    ,, 2017-11-09 22:30:58 ,, 2018-01-17 21:14:13 
 1951053 ,, [System testing] logical view takes too long time to show    ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, royl1                ,, 2017-09-01 00:46:26 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN VxRail_Portsmouth Development, MARVIN VxRail_4.5      ,, Defect        ,, 6457336   ,, portsmouth                               ,, 0        ,, ---        ,, 2017-09-01 03:02:32 ,, 2017-09-18 02:13:33 
 1951144 ,, [enhancement]There is a risk when shutdown a node during...  ,, Management                   ,, closed   ,, wont fix            ,, serious      ,, P2       ,, sarahx               ,, 2017-09-01 02:46:20 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5                            ,, MARVIN VxRail_4.5.200                                        ,, Feature       ,, 6483457   ,, lotus-stable                             ,, 1        ,, Yes        ,, 2017-11-14 08:35:09 ,, 2017-11-14 08:35:26 
 1951628 ,, Failed to run unit test for vxrail40400 branch on DBC        ,, QE Automation                ,, closed   ,, fixed               ,, minor        ,, P2       ,, qiaochuw             ,, 2017-09-01 17:19:05 ,, 2017-10-05 12:23:30 ,, MARVIN VxRail_4.0.400 Development            ,, MARVIN VxRail_4.0.400 Development                            ,, Defect        ,,           ,, vxrail40400                              ,, 0        ,, Unknown    ,, 2017-09-05 11:26:07 ,, 2017-10-05 12:23:30 
 1951643 ,, Implement an UpgradeHook for populating ipset table when...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, hcasaletto           ,, 2017-09-01 18:17:19 ,, 2017-12-11 01:16:01 ,, MARVIN VxRail_4.5                            ,, MARVIN VxRail_4.5.200 Development, MARVIN VxRail_4.5.150 Development,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, Yes        ,, 2017-09-22 23:37:03 ,, 2017-12-11 01:16:00 
 1951956 ,, Event code for vmware component in v4.5 and after versio...  ,, Management                   ,, closed   ,, fixed               ,, serious      ,, P0       ,, binbinw              ,, 2017-09-03 18:44:59 ,, 2019-03-17 01:27:57 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 CD 12 (8/7-8/25), MARVIN VxRail_4.0.400 Development, MARVIN VxRail_Portsmouth RTM, MARVIN VxRail_4.5.200 Development,, Defect        ,,           ,,                                          ,, 0        ,, ---        ,, 2017-09-12 19:39:14 ,, 2017-09-27 02:23:57 
 1951980 ,, ESXi & VxRail Manager VIB version are blank under System...  ,, Management                   ,, closed   ,, fixed               ,, serious      ,, P1       ,, krock                ,, 2017-09-03 19:56:18 ,, 2017-09-07 19:33:02 ,, MARVIN VxRail_4.0.400 Development            ,, MARVIN VxRail_4.0.400 Development                            ,, Defect        ,, 6514159   ,, vxrail40400                              ,, 0        ,, ---        ,, 2017-09-05 00:24:26 ,, 2017-09-07 19:33:01 
 1951985 ,, [PTagent][PowerTool]Disk missing events were reported on...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, billyl               ,, 2017-09-03 20:06:24 ,, 2019-03-24 01:22:37 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN VxRail_4.5.200 , MARVIN VxRail_4.5.200 Development, MARVIN VxRack-504.5.110 , MARVIN VxRail_4.5.150 , MARVIN VxRail_4.0.400 RTM, MARVIN VxRail_4.0.400 ,, Defect        ,, 6457336   ,, portsmouth                               ,, 1        ,, ---        ,, 2017-11-16 23:19:27 ,, 2017-11-28 01:52:30 
 1951998 ,, [Multi-node expansion] Cannot detect more new nodes afte...  ,, Configuration                ,, closed   ,, fixed               ,, critical     ,, P0       ,, vxrail-guru          ,, 2017-09-03 20:43:14 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_4.5                            ,, MARVIN VxRail_4.5                                            ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-09-08 15:26:32 ,, 2018-01-10 01:12:51 
 1952106 ,, [PTAgent] Node missing in physical view after enable UEF...  ,, Management                   ,, closed   ,, fixed               ,, catastrophic ,, P1       ,, cathyw               ,, 2017-09-04 00:06:34 ,, 2018-08-12 01:24:47 ,, MARVIN VxRail_Portsmouth                     ,, MARVIN VxRail_4.5.200                                        ,, Defect        ,, 6504093   ,, portsmouth                               ,, 0        ,, ---        ,, 2017-12-19 18:36:30 ,, 2017-12-22 00:22:48 
 1952164 ,, [Upgrade] init resource pool has been shrunk down to 112...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, vxrail-guru          ,, 2017-09-04 01:29:40 ,, 2018-06-07 03:21:28 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5.150                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-11-05 20:35:12 ,, 2017-11-13 08:35:55 
 1952245 ,, VxM File-baced backup restore script in 400                  ,, Feature Requests             ,, closed   ,, fixed               ,, critical     ,, P0       ,, hub                  ,, 2017-09-04 03:08:40 ,, 2017-10-05 12:23:30 ,, MARVIN VxRail_4.0.400 Development            ,, MARVIN VxRail_4.5.200 , MARVIN VxRail_4.0.400                ,, Feature       ,,           ,,                                          ,, 0        ,, ---        ,, 2017-09-10 20:07:31 ,, 2017-10-05 12:23:30 
 1952283 ,, [UI] Support View displays "No results found." when ther...  ,, Usability                    ,, closed   ,, fixed               ,, serious      ,, P2       ,, ljian                ,, 2017-09-04 04:03:25 ,, 2018-08-12 01:24:47 ,, MARVIN VxRack-504.5.110 Development          ,, MARVIN VxRail_4.5.200 Development, MARVIN VxRack-504.5.110   ,, Defect        ,, 6524057   ,, versailles                               ,, 0        ,, ---        ,, 2017-09-06 20:15:06 ,, 2017-09-08 01:33:28 
 1952678 ,, [Upgrade]Upgrade ESXI item found error:The error message...  ,, Management                   ,, closed   ,, not a bug           ,, critical     ,, P1       ,, vxrail-guru          ,, 2017-09-04 19:54:57 ,, 2018-08-12 01:22:53 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6412854   ,, vxrail45                                 ,, 1        ,, ---        ,, 2017-09-05 15:54:47 ,, 2017-09-05 20:18:36 
 1952682 ,, [Upgrade] Upgrade VC item found error:The error message:...  ,, Management                   ,, closed   ,, unable to duplicate ,, critical     ,, P1       ,, vxrail-guru          ,, 2017-09-04 20:05:59 ,, 2018-08-12 01:24:48 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5.150 RTM                                    ,, Defect        ,, 6536038   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-10-16 23:43:06 ,, 2017-11-20 21:38:34 
 1952684 ,, [System testing] physical view NIC port id is not right      ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, charliec             ,, 2017-09-04 20:12:51 ,, 2018-08-12 01:27:14 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN  , MARVIN VxRail_4.0.400 , MARVIN VxRail_4.5.150      ,, Defect        ,, 5960303   ,, master                                   ,, 0        ,, ---        ,, 2017-09-18 01:42:25 ,, 2017-10-12 19:40:25 
 1952732 ,, [System testing] physical view node ID led is not right ...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, charliec             ,, 2017-09-04 23:14:06 ,, 2018-08-12 01:27:14 ,, MARVIN VxRail_Portsmouth Development         ,, MARVIN VxRail_4.5.150 Development                            ,, Defect        ,, 6537118   ,, portsmouth                               ,, 0        ,, ---        ,, 2017-10-12 22:30:07 ,, 2017-11-09 00:32:57 
 1952772 ,, [manifest]4.0.400.6514159 manifest.xml and vcmruleset.xm...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, frankli              ,, 2017-09-04 23:54:59 ,, 2018-08-12 01:24:48 ,, MARVIN VxRail_4.0.400                        ,, MARVIN VxRail_4.0.400 Development, MARVIN VxRail_4.0.400     ,, Defect        ,, 6514159   ,, vxrail40400                              ,, 0        ,, ---        ,, 2017-09-05 02:48:40 ,, 2017-10-09 02:14:00 
 1952797 ,, Failed to upload bundle about EXSI 6.0 not compatible wi...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, ericy                ,, 2017-09-05 00:30:53 ,, 2017-09-17 23:32:21 ,, MARVIN VxRail_4.0.400                        ,, MARVIN VxRail_4.0.400 Development                            ,, Defect        ,, 6472303   ,, develop                                  ,, 0        ,, Yes        ,, 2017-09-14 13:34:11 ,, 2017-09-17 23:32:20 
 1952922 ,, [UI] the dashboard Overlay at support and event history ...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P2       ,, ljian                ,, 2017-09-05 03:10:22 ,, 2018-08-12 01:24:48 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Defect        ,, 6536038   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-09-05 12:01:16 ,, 2017-09-05 19:36:19 
 1952958 ,, Fail to first run in configuration task 16: Installing p...  ,, Configuration                ,, closed   ,, fixed               ,, catastrophic ,, P0       ,, frankli              ,, 2017-09-05 04:10:06 ,, 2018-08-12 01:24:48 ,, MARVIN VxRail_4.0.400 Development            ,, MARVIN VxRail_4.0.400 Development                            ,, Defect        ,, 6514159   ,, vxrail40400                              ,, 1        ,, No         ,, 2017-09-27 19:07:20 ,, 2017-10-17 02:11:13 
 1953032 ,, HBA FW / PTAgent / Platform Service version are not expe...  ,, Management                   ,, closed   ,, duplicate           ,, critical     ,, P0       ,, ericy                ,, 2017-09-05 06:16:37 ,, 2018-08-12 01:24:48 ,, MARVIN VxRail_4.0.400                        ,, MARVIN VxRail_4.0.400 Development                            ,, Defect        ,, 6544664   ,, nsx-dgo                                  ,, 0        ,, ---        ,, 2017-09-11 10:31:33 ,, 2017-09-13 18:44:15 
 1953223 ,, [FR][Multi-node expansion] Allow discovering and display...  ,, Configuration                ,, closed   ,, not a bug           ,, critical     ,, P1       ,, frankli              ,, 2017-09-05 11:43:15 ,, 2017-09-08 06:30:25 ,, MARVIN VxRail_4.5                            ,, MARVIN VxRail_4.5.200 Development                            ,, Feature       ,, 6412854   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-09-08 06:30:00 ,, 2017-09-08 06:30:25 
 1953287 ,, [Documentation] [Upgrade] ESXi upgrade failed, due to "F...  ,, Management                   ,, closed   ,, wont fix            ,, critical     ,, P2       ,, vxrail-guru          ,, 2017-09-05 13:23:58 ,, 2018-06-13 01:27:18 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5 RTM                                        ,, Documentation ,, 6387324   ,, vxrail45                                 ,, 0        ,, ---        ,, 2017-09-26 20:10:28 ,, 2018-06-13 01:27:18 
 1953319 ,, [Upgrade] Throw LCMException if platform service status ...  ,, Management                   ,, closed   ,, fixed               ,, critical     ,, P1       ,, zhengxunw            ,, 2017-09-05 14:17:49 ,, 2017-12-10 21:34:57 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5.150 Development                            ,, Defect        ,, 6536038   ,, vxrail45                                 ,, 0        ,, No         ,, 2017-10-05 10:15:51 ,, 2017-12-10 21:34:56 
 1953332 ,, The banner about 'Automatic DRS is not configured...'  d...  ,, Management                   ,, closed   ,, wont fix            ,, serious      ,, P1       ,, smunot               ,, 2017-09-05 14:51:10 ,, 2017-11-20 10:54:50 ,, MARVIN VxRail_4.5 RTM                        ,, MARVIN VxRail_4.5.150 RTM                                    ,, Defect        ,, 6536038   ,, vxrail45                                 ,, 0        ,, Yes        ,, 2017-11-20 10:45:56 ,, 2017-11-20 10:54:49 
 1953453 ,, External ESRS "Add one more" button breaks into multiple...  ,, Usability                    ,, closed   ,, fixed               ,, minor        ,, P2       ,, ljian                ,, 2017-09-05 19:10:27 ,, 2018-08-12 01:24:48 ,, MARVIN VxRail_Portsmouth                     ,, MARVIN VxRail_4.0.400 Development, MARVIN VxRail_4.5.150 Development,, Defect        ,,           ,,                                          ,, 0        ,, ---        ,, 2017-09-06 19:42:39 ,, 2017-11-27 01:12:59 
